epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,2800.62,0.38874,2.52107,0.86976,0.38639,0.46998,0.23747,0.23154,0.31025,3.42809,0.80974,6.11888e-05,6.11888e-05,6.11888e-05
34,2881.14,0.42913,2.57434,0.90342,0.39507,0.47443,0.24484,0.23886,0.3112,3.47556,0.8112,5.78822e-05,5.78822e-05,5.78822e-05
35,2961.32,0.37654,2.47615,0.90414,0.43291,0.42551,0.25331,0.24588,0.31223,3.47,0.81122,5.45756e-05,5.45756e-05,5.45756e-05
36,3041.62,0.39952,2.38614,0.89151,0.40628,0.43543,0.26279,0.25557,0.30517,3.42821,0.80978,5.1269e-05,5.1269e-05,5.1269e-05
37,3122.13,0.37126,2.40267,0.87103,0.40778,0.45928,0.26887,0.26129,0.29598,3.3902,0.80563,4.79624e-05,4.79624e-05,4.79624e-05
38,3202.47,0.37089,2.37206,0.8614,0.3943,0.44569,0.27506,0.26807,0.29642,3.39052,0.80444,4.46558e-05,4.46558e-05,4.46558e-05
39,3282.84,0.36634,2.38621,0.87329,0.35544,0.41793,0.26159,0.25389,0.30024,3.41175,0.8058,4.13492e-05,4.13492e-05,4.13492e-05
40,3363,0.41718,2.38017,0.91093,0.35783,0.41596,0.26612,0.25826,0.2947,3.4556,0.80463,3.80426e-05,3.80426e-05,3.80426e-05
41,3442.38,0.30777,2.63539,0.85761,0.37964,0.42421,0.26213,0.25442,0.29295,3.50112,0.80332,3.4736e-05,3.4736e-05,3.4736e-05
42,3521.3,0.2895,2.64893,0.83463,0.38432,0.36229,0.24166,0.23361,0.29801,3.49372,0.80465,3.14294e-05,3.14294e-05,3.14294e-05
43,3600.28,0.29861,2.77394,0.83915,0.37994,0.34625,0.24231,0.23285,0.29854,3.46858,0.80582,2.81228e-05,2.81228e-05,2.81228e-05
44,3691.5,0.28202,2.61047,0.83776,0.38213,0.34156,0.24676,0.24015,0.29699,3.3669,0.80472,2.48162e-05,2.48162e-05,2.48162e-05
45,3785.01,0.26789,2.53552,0.82666,0.38981,0.37977,0.24621,0.23852,0.29576,3.34123,0.80324,2.15096e-05,2.15096e-05,2.15096e-05
46,3876.58,0.29158,2.55416,0.84343,0.44993,0.35571,0.24143,0.23537,0.29455,3.35085,0.80229,1.8203e-05,1.8203e-05,1.8203e-05
47,3969.04,0.28668,2.61513,0.85313,0.45685,0.34138,0.2469,0.24025,0.29205,3.36527,0.80043,1.48964e-05,1.48964e-05,1.48964e-05
48,4058.56,0.28097,2.52671,0.82379,0.37649,0.361,0.25122,0.24438,0.29125,3.37498,0.80001,1.15898e-05,1.15898e-05,1.15898e-05
49,4151.28,0.27234,2.5571,0.83474,0.37894,0.36063,0.24986,0.24363,0.29054,3.37352,0.80084,8.2832e-06,8.2832e-06,8.2832e-06
50,4244.26,0.28349,2.62335,0.83122,0.38327,0.37047,0.25064,0.24374,0.29147,3.38614,0.80019,4.9766e-06,4.9766e-06,4.9766e-06
